'ﬁ'	1229.1799479548495
'ﬂ'	454.23861328969593
''	326.83662352545366
' '	355.33422990362004
'†'	2.5072270344362038E-42
''	3.934845739897937E-39
''	829.0798463515308
''	365.4688241138377
'('	169.89669891490365
')'	8.341476519828712
','	20.397307887250605
'-'	3.8258187344157126
'.'	295.5292157344715
'ĳ'	1760.1807321721897
':'	68.14087143197963
';'	69.49975446746059
'?'	677.6404741470521
'A'	270.6361123979428
'B'	788.1442510645198
'C'	278.9986241575315
'D'	526.1418782103023
'E'	937.600671181756
''	1629.732182585873
'F'	190.2019099336843
'G'	1.612436356453354E-14
'H'	598.0620793473673
'I'	790.9104372576197
'L'	2223.4536220872083
'M'	582.5402230137055
'N'	82.20987854949641
'O'	946.3628502696886
'P'	662.7901239819823
'Q'	1059.3268619950804
'R'	1572.5358740175388
'S'	536.9405826350098
'T'	963.0973635540416
'V'	107.09623396455551
'Y'	1.5406330154537097E-4
''	516.7753197943921
'à'	15.632677796477534
'a'	385.5933330220217
'á'	7.032266244192397E-8
'b'	577.8477284986567
'c'	326.1590698391091
'd'	364.13059087169296
'e'	365.85497820635777
'f'	178.8702595648574
'g'	479.4615543281221
'ç'	298.9574751976546
'è'	5.903969104682864E-5
'h'	280.6353155629938
'i'	173.83253714474296
'j'	0.2662912733653561
'ê'	208.8345521836671
'l'	131.86159752270947
'ì'	0.004537737699044506
'm'	569.6160103527313
'n'	360.96410355176226
'o'	393.37402618118864
'p'	334.119243849589
'q'	198.3448298964486
'ñ'	298.9142869286859
'r'	272.14170832565213
'ò'	422.23636641772106
's'	245.0641379866004
't'	117.20426254366548
'u'	500.69184917115984
'v'	275.69650148164806
'x'	452.8925372457203
'y'	281.35569956100915
''	484.73478974904157
'z'	285.30799853153496
'ſ'	101.60889685703668

